City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
308,Polovinnoye,RU,2020-04-14 01:55:30,54.79,65.99,39.24,68,31,14.52
309,Carutapera,BR,2020-04-14 01:55:31,-1.2,-46.02,78.24,85,100,11.43
310,Huautla,MX,2020-04-14 01:55:32,21.03,-98.28,72.05,76,62,0.81
311,Kununurra,AU,2020-04-14 01:55:33,-15.77,128.73,91.4,38,13,5.82
312,Berdsk,RU,2020-04-14 01:55:33,54.76,83.1,44.6,75,83,4.47
313,Acarau,BR,2020-04-14 01:55:34,-2.89,-40.12,76.05,87,100,1.9
314,Yeniseysk,RU,2020-04-14 01:55:36,58.45,92.17,46.78,63,19,9.31
315,Codrington,AU,2020-04-14 01:55:36,-38.27,141.97,66.6,40,100,11.63
316,Usinsk,RU,2020-04-14 01:55:36,65.99,57.53,24.12,95,44,5.23
317,Namibe,AO,2020-04-14 01:55:40,-15.2,12.15,74.84,73,15,6.22
318,Bayji,IQ,2020-04-14 01:55:40,34.93,43.49,61.39,46,0,2.89
319,Zakamensk,RU,2020-04-14 01:55:41,50.37,103.29,41.56,36,13,3.42
320,Zapotitlan,GT,2020-04-14 01:55:41,14.13,-89.83,75.25,61,63,3.02
321,Edgewater,US,2020-04-14 01:55:43,28.99,-80.9,84.2,83,40,4.29
322,Okato,NZ,2020-04-14 01:55:43,-39.2,173.88,59.0,51,0,11.99
323,Moerai,PF,2020-04-14 01:55:44,-22.43,-151.33,79.65,83,91,14.72
324,Sabaudia,IT,2020-04-14 01:55:44,41.3,13.03,57.0,93,40,4.7
325,Tacuarembo,UY,2020-04-14 01:55:45,-31.73,-55.98,54.64,91,6,8.88
326,Vanavara,RU,2020-04-14 01:55:45,60.34,102.28,43.48,61,0,3.56
327,Santo Tomas,PH,2020-04-14 01:55:46,14.11,121.14,88.0,62,75,5.82
328,Sosnovo-Ozerskoye,RU,2020-04-14 01:55:46,52.52,111.54,36.05,58,100,10.92
329,Nouakchott,MR,2020-04-14 01:51:06,18.09,-15.98,71.82,54,51,18.12
330,Champerico,GT,2020-04-14 01:55:48,14.3,-91.92,83.59,73,78,7.87
331,Buala,SB,2020-04-14 01:55:48,-8.14,159.59,85.37,73,84,8.95
332,Valdivia,CL,2020-04-14 01:54:39,-39.81,-73.25,42.8,100,100,1.12
333,Inhambane,MZ,2020-04-14 01:55:50,-23.86,35.38,73.63,84,16,4.79
334,Igarka,RU,2020-04-14 01:55:50,67.47,86.58,22.86,96,6,13.89
335,Barra Patuca,HN,2020-04-14 01:55:51,15.8,-84.28,80.64,79,0,20.11
336,Russkaya Polyana,UA,2020-04-14 01:55:51,49.42,31.92,46.67,59,97,14.32
337,Oudtshoorn,ZA,2020-04-14 01:55:52,-33.59,22.2,53.6,76,1,5.82
338,Boyuibe,BO,2020-04-14 01:55:52,-20.42,-63.28,63.77,58,25,8.59
339,Aykhal,RU,2020-04-14 01:55:53,66.0,111.5,41.0,52,91,6.71
340,Maracaju,BR,2020-04-14 01:54:23,-21.61,-55.17,70.79,82,94,3.27
341,Port-Cartier,CA,2020-04-14 01:55:54,50.03,-66.87,36.0,93,90,21.92
342,Marinette,US,2020-04-14 01:55:55,45.1,-87.63,33.8,37,20,9.17
343,Rosario,AR,2020-04-14 01:54:01,-32.95,-60.64,57.99,93,0,5.82
344,Margate,GB,2020-04-14 01:55:56,51.38,1.39,44.01,60,75,10.29
345,Nanton,CA,2020-04-14 01:55:57,50.35,-113.77,36.0,49,57,5.01
346,Lac-Megantic,CA,2020-04-14 01:55:57,45.58,-70.88,57.2,87,90,17.22
347,Ancud,CL,2020-04-14 01:55:58,-41.87,-73.82,50.0,100,90,1.12
348,Cherskiy,RU,2020-04-14 01:48:14,68.75,161.3,22.32,95,98,3.62
349,Koungheul,SN,2020-04-14 01:55:59,13.98,-14.8,79.43,39,91,6.78
350,Taoudenni,ML,2020-04-14 01:53:07,22.68,-3.98,80.55,38,100,19.08
351,Qeshm,IR,2020-04-14 01:56:00,26.96,56.27,69.8,68,20,9.17
352,Kunszentmiklos,HU,2020-04-14 01:56:00,47.03,19.13,54.0,81,100,14.99
353,Sayyan,YE,2020-04-14 01:56:01,15.17,44.32,59.02,38,88,1.7
354,Akonolinga,CM,2020-04-14 01:56:01,3.77,12.25,68.7,75,11,0.49
355,Saint-Georges,GD,2020-04-14 01:52:02,12.06,-61.75,78.8,78,20,8.05
356,Half Moon Bay,US,2020-04-14 01:51:10,37.46,-122.43,72.0,76,1,4.7
357,Stornoway,GB,2020-04-14 01:56:03,58.21,-6.39,35.01,86,100,6.93
358,Lavrentiya,RU,2020-04-14 01:55:11,65.58,-171.0,30.22,96,92,2.91
359,Kahului,US,2020-04-14 01:56:04,20.89,-156.47,82.4,61,40,11.41
360,Dongning,CN,2020-04-14 01:56:05,44.06,131.12,71.29,20,9,6.96
361,Druzhba,UA,2020-04-14 01:56:06,52.04,33.95,49.46,71,77,13.96
362,Ostashkov,RU,2020-04-14 01:56:06,57.15,33.11,36.43,81,100,8.97
363,Kuybysheve,UA,2020-04-14 01:56:10,47.36,36.65,39.83,77,100,8.05
364,Khatanga,RU,2020-04-14 01:54:16,71.97,102.5,12.97,94,18,10.76
365,Tvoroyri,FO,2020-04-14 01:56:12,61.56,-6.81,44.6,87,100,12.75
366,Havoysund,NO,2020-04-14 01:56:13,71.0,24.66,32.0,88,75,10.29
367,Altamirano,MX,2020-04-14 01:56:13,16.88,-92.15,65.52,55,89,1.14
368,Mackenzie,CA,2020-04-14 01:56:14,55.3,-123.17,46.4,33,90,8.05
369,Tsaratanana,MG,2020-04-14 01:56:14,-16.78,47.65,70.29,69,13,7.49
370,Nizhneangarsk,RU,2020-04-14 01:56:15,55.78,109.55,36.41,59,7,3.22
371,Mundo Nuevo,MX,2020-04-14 01:56:16,18.7,-95.5,79.52,84,0,6.62
372,San-Pedro,CI,2020-04-14 01:56:16,4.75,-6.64,79.56,86,99,5.46
373,Cleburne,US,2020-04-14 01:56:17,32.35,-97.39,52.0,61,1,8.05
374,Soe,ID,2020-04-14 01:56:18,-9.86,124.28,78.51,62,45,4.38
375,Grand Gaube,MU,2020-04-14 01:56:18,-20.01,57.66,77.0,78,40,10.29
376,North Platte,US,2020-04-14 01:56:19,41.12,-100.77,33.8,26,1,12.75
377,Qaqortoq,GL,2020-04-14 01:56:19,60.72,-46.03,30.2,86,99,3.87
378,Arlit,NE,2020-04-14 01:56:20,18.74,7.39,80.71,13,18,5.84
379,Svetlogorsk,BY,2020-04-14 01:56:20,52.63,29.73,36.97,75,100,10.4
380,Glendive,US,2020-04-14 01:56:20,47.11,-104.71,23.0,62,75,17.22
381,Balabac,PH,2020-04-14 01:56:21,7.99,117.06,85.96,60,35,11.43
382,Vallenar,CL,2020-04-14 01:56:21,-28.57,-70.76,58.86,50,35,2.33
383,Labrea,BR,2020-04-14 01:56:22,-7.26,-64.8,74.3,95,38,1.74
384,Luganville,VU,2020-04-14 01:56:23,-15.53,167.17,84.2,74,75,9.17
385,Porto Belo,BR,2020-04-14 01:56:23,-27.16,-48.55,73.99,64,40,4.7
386,Nanakuli,US,2020-04-14 01:56:24,21.39,-158.15,84.2,83,90,7.56
387,Tarauaca,BR,2020-04-14 01:56:25,-8.16,-70.77,73.54,82,48,2.62
388,Soyo,AO,2020-04-14 01:56:25,-6.13,12.37,79.0,87,68,4.68
389,Lata,PT,2020-04-14 01:56:26,40.16,-8.33,53.01,87,20,2.24
390,Majene,ID,2020-04-14 01:56:26,-3.54,118.97,86.43,61,100,3.94
391,Gazli,UZ,2020-04-14 01:56:27,40.13,63.45,55.42,47,37,18.19
392,Marzuq,YE,2020-04-14 01:56:28,14.4,46.47,71.8,51,100,4.34
393,Amarante Do Maranhao,BR,2020-04-14 01:56:29,-5.57,-46.74,72.61,91,100,4.21
394,Roura,GF,2020-04-14 01:56:30,4.73,-52.33,80.6,69,100,5.82
395,Dubovskoye,RU,2020-04-14 01:56:30,47.41,42.76,39.13,68,13,7.63
396,Znin,PL,2020-04-14 01:56:31,52.85,17.72,34.0,74,65,11.41
397,Ocampo,MX,2020-04-14 01:56:31,21.65,-101.5,62.35,11,50,6.2
398,Komsomolskiy,UZ,2020-04-14 01:56:32,40.43,71.72,55.4,87,75,2.24
399,Sobolevo,RU,2020-04-14 01:56:32,54.43,31.9,38.16,77,100,12.08
400,Jibuti,DJ,2020-04-14 01:56:33,11.5,42.5,74.88,69,100,5.93
401,Saint-Donat-De-Montcalm,CA,2020-04-14 01:53:00,46.32,-74.22,52.0,9,97,3.0
402,Makarska,HR,2020-04-14 01:56:37,43.3,17.02,60.8,51,100,6.93
403,Puerto Plata,DO,2020-04-14 01:53:42,19.79,-70.69,80.01,87,60,12.93
404,Biak,ID,2020-04-14 01:56:39,-0.91,122.88,83.44,66,100,1.48
405,Fomboni,KM,2020-04-14 01:56:39,-12.28,43.74,83.62,73,96,9.6
406,Maniitsoq,GL,2020-04-14 01:55:20,65.42,-52.9,27.3,96,100,21.23
407,Vao,NC,2020-04-14 01:56:40,-22.67,167.48,74.97,81,100,16.11
408,Dalbandin,PK,2020-04-14 01:56:41,28.89,64.41,67.57,42,67,12.57
409,Rundu,NA,2020-04-14 01:56:43,-17.93,19.77,68.0,88,35,3.36
410,Lima,PE,2020-04-14 01:52:48,-12.04,-77.03,69.8,83,24,6.93
411,Semirom,IR,2020-04-14 01:56:44,31.42,51.57,35.56,29,0,1.16
412,Bac Lieu,VN,2020-04-14 01:55:33,9.29,105.72,86.85,63,86,18.41
413,Kavaratti,IN,2020-04-14 01:54:19,10.57,72.64,84.51,71,31,7.31
414,Tezu,IN,2020-04-14 01:56:46,27.92,96.17,91.62,21,0,3.11
415,Lorengau,PG,2020-04-14 01:54:41,-2.02,147.27,83.61,72,100,4.18
416,Mana,GF,2020-04-14 01:56:48,5.66,-53.78,76.15,81,89,7.11
417,Bonthe,SL,2020-04-14 01:56:48,7.53,-12.51,80.29,83,1,2.39
418,Denpasar,ID,2020-04-14 01:56:49,-8.65,115.22,84.2,94,40,4.7
419,Arman,RU,2020-04-14 01:56:50,59.7,150.17,27.77,95,100,4.38
420,Pacific Grove,US,2020-04-14 01:53:15,36.62,-121.92,63.0,62,1,9.17
421,Columbus,US,2020-04-14 01:52:34,39.96,-83.0,43.0,52,90,11.41
422,Jaisalmer,IN,2020-04-14 01:56:52,26.91,70.92,88.63,12,79,22.08
423,Muzhi,RU,2020-04-14 01:56:53,65.37,64.67,19.74,97,100,10.31
424,Duarte,US,2020-04-14 01:52:39,34.14,-117.98,64.99,67,75,4.7
425,Birjand,IR,2020-04-14 01:56:54,32.87,59.22,48.2,100,90,6.93
426,Qazvin,IR,2020-04-14 01:56:55,36.28,50.0,32.0,52,24,2.24
427,Port Hedland,AU,2020-04-14 01:56:55,-20.32,118.57,91.4,52,57,1.12
428,Boleslawiec,PL,2020-04-14 01:55:19,51.26,15.57,35.01,66,73,4.0
429,Praya,CV,2020-04-14 01:54:46,14.92,-23.51,71.6,78,100,10.29
430,Marseille,FR,2020-04-14 01:56:30,43.33,5.5,55.0,87,86,2.24
431,Ipixuna,BR,2020-04-14 01:56:57,-1.76,-48.8,78.8,88,75,5.82
432,Ustka,PL,2020-04-14 01:56:59,54.58,16.86,37.36,73,4,15.75
433,Santa Rosa,PH,2020-04-14 01:56:59,14.31,121.11,88.0,62,75,5.82
434,Zhicheng,CN,2020-04-14 01:57:00,30.3,111.5,66.0,56,16,5.32
435,Mamlyutka,KZ,2020-04-14 01:57:00,54.94,68.54,45.5,64,70,12.08
436,Monrovia,LR,2020-04-14 01:57:02,6.3,-10.8,80.2,85,54,4.72
437,Batamshinskiy,KZ,2020-04-14 01:57:03,50.56,58.27,32.0,78,75,11.18
438,Pilar Do Sul,BR,2020-04-14 01:57:03,-23.81,-47.72,59.67,77,100,2.82
439,Hailun,CN,2020-04-14 01:57:04,47.45,126.93,54.88,31,33,16.87
440,Isangel,VU,2020-04-14 01:57:05,-19.55,169.27,82.4,78,75,6.93
441,Ballina,AU,2020-04-14 01:57:05,-28.87,153.57,77.0,47,0,5.82
442,Jalu,LY,2020-04-14 01:57:06,29.03,21.55,66.58,26,10,8.1
443,Kaohsiung,TW,2020-04-14 01:52:56,22.62,120.31,77.0,41,75,3.36
444,Lubumbashi,CD,2020-04-14 01:57:08,-11.66,27.48,60.55,66,27,1.92
445,Uspenka,UA,2020-04-14 01:57:09,48.39,39.16,41.16,70,100,12.33
446,Ouadda,CF,2020-04-14 01:57:09,8.08,22.4,68.59,27,8,3.4
447,Camocim,BR,2020-04-14 01:54:38,-2.9,-40.84,75.2,91,97,1.79
448,Olinda,BR,2020-04-14 01:57:10,-8.01,-34.86,84.2,70,75,6.93
449,Nanortalik,GL,2020-04-14 01:57:10,60.14,-45.24,31.53,95,100,10.25
450,Erzin,TR,2020-04-14 01:57:11,36.96,36.2,53.01,100,0,3.36
451,Bejar,ES,2020-04-14 01:57:11,40.39,-5.76,52.0,93,2,5.82
452,Vilhena,BR,2020-04-14 01:57:12,-12.74,-60.15,69.64,83,86,1.01
453,Havre-Saint-Pierre,CA,2020-04-14 01:57:12,50.23,-63.6,35.6,100,90,16.11
454,Vestmannaeyjar,IS,2020-04-14 01:54:43,63.44,-20.27,41.7,73,100,24.56
455,Fort Nelson,CA,2020-04-14 01:57:13,58.81,-122.7,51.8,37,75,14.99
456,Ahmadpur Sial,PK,2020-04-14 01:57:14,30.68,71.75,71.6,83,40,5.5
457,Samarai,PG,2020-04-14 01:57:15,-10.62,150.67,84.22,68,97,8.3
458,Sao Miguel Do Araguaia,BR,2020-04-14 01:57:15,-13.28,-50.16,73.63,79,85,1.63
459,Fasa,IR,2020-04-14 01:57:16,28.94,53.65,42.8,93,0,4.7
460,Pemangkat,ID,2020-04-14 01:55:09,1.17,108.97,84.49,63,0,6.04
461,Xacmaz,AZ,2020-04-14 01:57:17,41.46,48.81,44.26,59,0,3.2
462,Igrim,RU,2020-04-14 01:57:17,63.19,64.42,34.66,96,100,8.25
463,Mao,ES,2020-04-14 01:54:45,39.89,4.27,57.2,93,5,1.12
464,Zhigansk,RU,2020-04-14 01:57:19,66.77,123.37,18.72,91,59,7.43
465,Boende,CD,2020-04-14 01:57:19,-0.22,20.87,73.71,80,100,1.61
466,Yaan,NG,2020-04-14 01:57:20,7.38,8.57,80.19,70,38,9.6
467,College,US,2020-04-14 01:57:20,64.86,-147.8,44.6,65,75,8.05
468,Mayo,US,2020-04-14 01:57:20,38.89,-76.51,68.0,45,1,12.75
469,Tilichiki,RU,2020-04-14 01:57:21,60.47,166.1,18.99,92,35,7.63
470,Tucurui,BR,2020-04-14 01:57:21,-3.77,-49.67,72.9,95,100,5.91
471,La Asuncion,VE,2020-04-14 01:57:22,11.03,-63.86,80.6,78,0,14.99
472,Kinshasa,CD,2020-04-14 01:57:23,-4.32,15.32,72.09,84,97,0.96
473,Requena,ES,2020-04-14 01:57:23,39.49,-1.1,59.0,100,75,6.93
474,Laguna,US,2020-04-14 01:57:25,38.42,-121.42,75.2,19,1,12.75
475,Krasnoselkup,RU,2020-04-14 01:57:26,65.7,82.47,30.69,99,98,11.45
476,Buarcos,PT,2020-04-14 01:57:26,40.17,-8.88,53.01,87,20,2.24
477,Goderich,CA,2020-04-14 01:57:26,43.75,-81.72,39.99,76,94,24.18
478,Chipinge,ZW,2020-04-14 01:57:28,-20.19,32.62,60.35,52,8,3.47
479,Gao,ML,2020-04-14 01:57:28,16.64,1.64,81.45,13,5,5.97
480,Callaguip,PH,2020-04-14 01:57:29,18.07,120.49,84.2,54,75,5.82
481,Bambanglipuro,ID,2020-04-14 01:53:30,-7.95,110.28,84.72,64,60,4.88
482,Letterkenny,IE,2020-04-14 01:57:02,54.95,-7.73,35.38,85,81,3.06
483,Kyren,RU,2020-04-14 01:57:30,51.68,102.14,40.44,44,7,4.29
484,Mehamn,NO,2020-04-14 01:55:25,71.04,27.85,32.65,93,98,13.8
485,Katangli,RU,2020-04-14 01:57:32,51.71,143.23,32.58,93,99,6.02
486,Skrunda,LV,2020-04-14 01:57:32,56.68,22.02,37.4,74,56,8.05
487,Huaihua,CN,2020-04-14 01:57:33,27.55,109.96,67.53,46,75,5.84
488,Wuzhou,CN,2020-04-14 01:57:34,23.48,111.32,63.07,61,100,1.19
489,Sebezh,RU,2020-04-14 01:57:34,56.3,28.47,29.62,95,10,5.99
490,Fairbanks,US,2020-04-14 01:54:38,64.84,-147.72,42.8,81,90,12.75
491,Nemuro,JP,2020-04-14 01:54:35,43.32,145.57,35.6,59,75,16.11
492,Saint Anthony,US,2020-04-14 01:57:37,45.02,-93.22,30.2,46,40,16.11
493,Noshiro,JP,2020-04-14 01:57:38,40.2,140.02,50.0,57,75,11.41
494,Panaba,MX,2020-04-14 01:57:38,21.28,-88.27,79.65,77,3,9.15
495,Tuatapere,NZ,2020-04-14 01:54:50,-46.13,167.68,48.0,76,82,15.01
496,Wawa,NG,2020-04-14 01:57:39,9.9,4.42,84.15,57,30,5.46
497,Piacabucu,BR,2020-04-14 01:57:40,-10.41,-36.43,78.26,77,71,7.43
498,Inverell,AU,2020-04-14 01:57:40,-29.78,151.12,73.0,55,0,1.01
499,Lazy,PL,2020-04-14 01:57:40,50.35,19.42,39.99,64,33,6.93
500,Zhezkazgan,KZ,2020-04-14 01:57:41,47.8,67.71,42.75,58,100,11.12
501,Ilabaya,PE,2020-04-14 01:57:42,-17.42,-70.51,62.56,41,92,1.41
502,Rapid Valley,US,2020-04-14 01:57:43,44.06,-103.15,23.0,57,20,20.8
503,Yulara,AU,2020-04-14 01:57:44,-25.24,130.99,80.6,24,78,6.93
504,Minab,IR,2020-04-14 01:57:44,27.15,57.08,69.8,68,20,9.17
505,Ayr,GB,2020-04-14 01:57:45,55.46,-4.63,37.99,80,20,5.82
506,Tashla,RU,2020-04-14 01:57:46,51.77,52.74,34.74,79,24,10.49
507,Tucuman,AR,2020-04-14 01:57:50,-26.82,-65.22,59.0,87,71,8.05
508,Inirida,CO,2020-04-14 01:57:50,3.87,-67.92,77.11,77,49,1.03
509,Williston,US,2020-04-14 01:56:55,48.15,-103.62,23.0,62,40,12.75
510,Taunggyi,MM,2020-04-14 01:57:51,20.78,97.03,82.74,22,36,1.74
511,Kruisfontein,ZA,2020-04-14 01:57:52,-34.0,24.73,51.87,78,11,6.78
512,Nidzica,PL,2020-04-14 01:57:52,53.36,20.43,30.31,88,0,8.93
513,Atbasar,KZ,2020-04-14 01:57:54,51.8,68.33,42.58,56,100,9.78
514,Marica,BR,2020-04-14 01:57:54,-22.92,-42.82,73.4,69,40,4.7
515,Kohlu,PK,2020-04-14 01:57:55,29.9,69.25,76.28,18,81,3.83
516,Ihosy,MG,2020-04-14 01:57:55,-22.4,46.12,64.9,73,60,6.42
517,Ossora,RU,2020-04-14 01:57:56,59.24,163.07,24.01,90,4,5.84
518,Derzhavinsk,KZ,2020-04-14 01:57:57,51.1,66.32,39.92,62,0,14.0
519,Juba,SS,2020-04-14 01:54:39,4.85,31.58,77.32,56,80,2.42
520,Dunedin,NZ,2020-04-14 01:54:34,-45.87,170.5,48.99,67,100,4.0
521,Nordfjordeid,NO,2020-04-14 01:57:59,61.91,5.99,36.0,86,90,6.93
522,Narok,KE,2020-04-14 01:58:00,-1.08,35.86,58.6,53,97,1.74
523,Praia,CV,2020-04-14 01:58:00,14.92,-23.51,71.6,78,100,10.29
524,Elizabeth City,US,2020-04-14 01:58:00,36.29,-76.25,75.2,73,1,8.05
525,Macia,MZ,2020-04-14 01:58:01,-25.03,33.1,69.04,93,0,5.03
526,Potam,MX,2020-04-14 01:58:02,27.6,-110.38,77.0,31,5,9.17
527,Heinola,FI,2020-04-14 01:58:02,61.21,26.04,30.99,92,75,2.24
528,Barkly West,ZA,2020-04-14 01:58:03,-28.54,24.52,60.8,100,92,5.82
529,Palana,RU,2020-04-14 01:55:16,59.12,159.97,19.98,94,38,6.67
530,Guantanamo,CU,2020-04-14 01:58:04,20.14,-75.21,82.4,88,75,12.75
531,Westport,US,2020-04-14 01:58:04,41.14,-73.36,64.99,87,40,9.17
532,Muzambinho,BR,2020-04-14 01:58:05,-21.38,-46.53,58.87,73,0,3.85
533,Sistranda,NO,2020-04-14 01:58:06,63.73,8.83,35.01,93,75,17.22
534,Shelburne,CA,2020-04-14 01:58:06,44.08,-80.2,39.99,55,90,12.75
535,Paranhos,BR,2020-04-14 01:58:06,-23.89,-55.43,64.4,91,100,3.09
536,Bonga,ET,2020-04-14 01:58:07,7.28,36.23,61.5,58,100,1.36
537,Wasilla,US,2020-04-14 01:58:08,61.58,-149.44,44.6,70,90,2.06
538,Mnogovershinnyy,RU,2020-04-14 01:58:08,53.94,139.92,30.56,86,87,6.42
539,Barabai,ID,2020-04-14 01:58:09,-2.58,115.38,85.78,72,34,1.57
540,Great Yarmouth,GB,2020-04-14 01:58:09,52.61,1.73,43.0,75,62,3.36
541,Labuhan,ID,2020-04-14 01:58:10,-6.88,112.21,85.69,68,0,5.3
542,Moranbah,AU,2020-04-14 01:58:10,-22.0,148.05,84.69,33,0,15.61
543,Boden,SE,2020-04-14 01:58:11,65.83,21.69,33.8,74,97,18.34
544,Wanning,CN,2020-04-14 01:58:12,18.8,110.4,75.58,56,25,8.21
545,Odweyne,SO,2020-04-14 01:58:13,9.41,45.06,74.77,51,86,6.64
546,Richards Bay,ZA,2020-04-14 01:58:14,-28.78,32.04,73.9,89,54,5.32
547,Kijang,KR,2020-04-14 01:58:14,35.24,129.21,60.8,29,0,5.82
548,Homer,US,2020-04-14 01:57:42,59.64,-151.55,44.6,81,90,4.7
549,Ellisras,ZA,2020-04-14 01:58:16,-23.66,27.74,65.91,61,54,7.0
550,Hobyo,SO,2020-04-14 01:54:11,5.35,48.53,83.5,77,12,10.65
551,Ulladulla,AU,2020-04-14 01:58:17,-35.35,150.47,72.0,43,0,10.29
552,Xuanwu,CN,2020-04-14 01:58:18,32.07,118.81,68.0,39,100,2.24
553,Rawson,AR,2020-04-14 01:58:18,-43.3,-65.1,55.96,61,0,7.0
554,Mugur-Aksy,RU,2020-04-14 01:58:19,50.35,90.5,39.04,35,87,2.46
555,Padang,ID,2020-04-14 01:54:22,-0.95,100.35,81.41,79,100,0.89
556,Novobirilyussy,RU,2020-04-14 01:58:20,56.95,90.67,46.33,50,96,7.11
557,Kurchum,KZ,2020-04-14 01:58:21,48.57,83.65,48.7,68,100,8.61
558,Waynesboro,US,2020-04-14 01:58:22,38.07,-78.89,66.2,54,1,6.93
559,Puerto Leguizamo,CO,2020-04-14 01:58:22,-0.19,-74.78,74.44,79,100,1.19
560,Yarada,IN,2020-04-14 01:58:23,17.65,83.27,78.8,94,20,4.7
561,San Carlos De Bariloche,AR,2020-04-14 01:56:48,-41.15,-71.31,48.2,61,97,8.05
562,Botshabelo,ZA,2020-04-14 01:58:25,-29.27,26.71,55.4,93,32,4.7
563,Georgiyevka,KZ,2020-04-14 01:58:25,43.04,74.71,48.2,100,75,4.47
564,Rio Hondo,GT,2020-04-14 01:58:26,15.07,-89.58,77.45,51,53,1.05
565,Jijiang,CN,2020-04-14 01:58:27,29.29,106.25,64.99,82,0,4.47
566,Liku,ID,2020-04-14 01:58:28,-0.73,119.89,87.87,57,86,2.01
567,Inta,RU,2020-04-14 01:58:29,66.03,60.17,24.22,92,0,3.4
568,Luderitz,NA,2020-04-14 01:58:30,-26.65,15.16,60.8,59,0,20.8
569,Adeje,ES,2020-04-14 01:58:30,28.12,-16.73,64.99,63,20,8.05
570,Nyimba,ZM,2020-04-14 01:58:30,-14.56,30.81,66.13,66,48,2.82
571,Gioia Del Colle,IT,2020-04-14 01:58:31,40.8,16.92,59.0,71,100,1.12
572,Wagar,SD,2020-04-14 01:58:32,16.15,36.2,66.97,36,85,6.71
573,Severomuysk,RU,2020-04-14 01:58:32,56.15,113.43,26.92,55,0,2.91
574,Ponta Delgada,PT,2020-04-14 01:58:33,37.73,-25.67,59.0,77,75,9.17
575,Luchenza,MW,2020-04-14 01:58:33,-16.01,35.31,67.55,72,18,3.18
